Axial Position x, Normalized Nozzle Radius r
5.63,2.725325
5.64,2.728052
5.65,2.730779
5.66,2.733503
5.67,2.736225
5.68,2.738946
5.69,2.741665
5.70,2.744382
5.71,2.747097
5.72,2.749811
5.73,2.752523
5.74,2.755233
5.75,2.757941
5.76,2.760647
5.77,2.763351
5.78,2.766054
5.79,2.768755
5.80,2.771454
5.81,2.774151
5.82,2.776846
5.83,2.779540
5.84,2.782231
5.85,2.784921
5.86,2.787609
5.87,2.790296
5.88,2.792980
5.89,2.795662
5.90,2.798343
5.91,2.801022
5.92,2.803699
5.93,2.806374
5.94,2.809047
5.95,2.811719
5.96,2.814388
5.97,2.817056
5.98,2.819722
5.99,2.822386
6.00,2.825048
6.01,2.827708
6.02,2.830367
6.03,2.833023
6.04,2.835678
6.05,2.838330
6.06,2.840981
6.07,2.843630
6.08,2.846278
6.09,2.848923
6.10,2.851566
6.11,2.854208
6.12,2.856847
6.13,2.859485
6.14,2.862121
6.15,2.864755
6.16,2.867387
6.17,2.870017
6.18,2.872645
6.19,2.875272
6.20,2.877896
6.21,2.880519
6.22,2.883139
6.23,2.885758
6.24,2.888375
6.25,2.890990
6.26,2.893603
6.27,2.896214
6.28,2.898823
6.29,2.901430
6.30,2.904035
6.31,2.906639
6.32,2.909240
6.33,2.911840
6.34,2.914437
6.35,2.917033
6.36,2.919627
6.37,2.922218
6.38,2.924808
6.39,2.927396
6.40,2.929982
6.41,2.932566
6.42,2.935148
6.43,2.937728
6.44,2.940306
6.45,2.942883
6.46,2.945457
6.47,2.948029
6.48,2.950600
6.49,2.953168
6.50,2.955734
6.51,2.958299
6.52,2.960861
6.53,2.963422
6.54,2.965980
6.55,2.968537
6.56,2.971091
6.57,2.973644
6.58,2.976194
6.59,2.978743
6.60,2.981290
6.61,2.983834
6.62,2.986377
6.63,2.988918
6.64,2.991456
6.65,2.993993
6.66,2.996528
6.67,2.999060
6.68,3.001591
6.69,3.004120
6.70,3.006647
6.71,3.009171
6.72,3.011694
6.73,3.014215
6.74,3.016733
6.75,3.019250
6.76,3.021764
6.77,3.024277
6.78,3.026788
6.79,3.029296
6.80,3.031803
6.81,3.034307
6.82,3.036809
6.83,3.039310
6.84,3.041808
6.85,3.044305
6.86,3.046799
6.87,3.049291
6.88,3.051781
6.89,3.054270
6.90,3.056756
6.91,3.059240
6.92,3.061722
6.93,3.064202
6.94,3.066680
6.95,3.069156
6.96,3.071630
6.97,3.074101
6.98,3.076571
6.99,3.079039
7.00,3.081504
7.01,3.083968
7.02,3.086429
7.03,3.088889
7.04,3.091346
7.05,3.093801
7.06,3.096254
7.07,3.098705
7.08,3.101154
7.09,3.103601
7.10,3.106046
7.11,3.108488
7.12,3.110929
7.13,3.113368
7.14,3.115804
7.15,3.118238
7.16,3.120671
7.17,3.123101
7.18,3.125529
7.19,3.127955
7.20,3.130378
7.21,3.132800
7.22,3.135220
7.23,3.137637
7.24,3.140053
